name,developer,class,copies_sold
System Shock® 2 (Classic),"Nightdive Studios, Irrati…",Indie,327.9k
Shin Megami Tensei V: Ven…,ATLUS,AAA,327.9k
Quake II RTX,Lightspeed Studios™,Hobbyist,327.8k
Glass Masquerade,Onyx Lute,Indie,327.1k
Ballads of Hongye: REBORN,珠海金山数字网络科技有限公司,Indie,327.1k
CarX Street,"CarX Technologies, LLC",Indie,327k
Shadowrun: Dragonfall - D…,Harebrained Schemes,AAA,326.9k
Moncage,Optillusion,AA,326.9k
Trials Fusion™,"RedLynx, in collaboration…",AAA,321k
Bomb Rush Cyberfunk,Team Reptile,Indie,320.7k
Weird RPG,yuzhen,Indie,320.3k
Returnal™,"Housemarque, Climax Studi…",AAA,320.2k
NOBUNAGA'S AMBITION: Awak…,"KOEI TECMO GAMES CO., LTD…",AA,319.9k
Frozenheim,Paranoid Interactive,Indie,319.6k
MicroWorks,Agiriko,Indie,319.6k
Risen,"Piranha Bytes, THQ Nordic",AA,319.1k
Blue Prince,Dogubomb,AA,319k
Forever Skies,Far From Home,Indie,318.7k
Underground Blossom,Rusty Lake,Indie,318.7k
The Case of the Golden Id…,Color Gray Games,AA,318.5k
Thief Simulator 2,"CookieDev, Ultimate Games…",AA,318.4k
Overgrowth,Wolfire Games,Indie,318k
Oddworld: New 'n' Tasty,Just Add Water (Developme…,Indie,317.6k
"I, Zombie",Awesome Games Studio,Indie,317.6k
Hammerwatch,Crackshell,Indie,317.6k
The Cave,Double Fine Productions,Indie,317.3k
Incredibox,So Far So Good,Indie,317.2k
Enemy Front,CI Games,AA,312.8k
RUSSIAPHOBIA,European Flameworms,Indie,312.5k
Empires Apart,DESTINYbit,AA,312.5k
Epigenesis,Dead Shark Triplepunch,Hobbyist,312.5k
Assassin's Creed Mirage,Ubisoft Bordeaux,AAA,312.4k
F.E.A.R. 3,Day 1 Studios,AA,312.3k
Elin,Lafrontier,Indie,312k
Dark Hours,Piece of Cake studios,Indie,312k
Hexcells,Matthew Brown,Indie,311k
Lurk in the Dark : Prolog…,IDEA FRUITION,Indie,310.6k
河洛群俠傳 (Ho Tu Lo Shu ： The…,香港商河洛互動娛樂股份有限公司,Indie,310.4k
Scribblenauts Unmasked: A…,5th Cell Media,AA,310.4k
Sudden Strike 4,Kite Games,AA,310.3k
Grow Home,"Reflections, a Ubisoft St…",AAA,310.1k
小白兔电商~Bunny e-Shop,"落叶岛项目组, 橘子班",Indie,310.1k
Zero-K,Zero-K Team,Hobbyist,310.1k
Grey Goo,"Petroglyph, Six Foot",Indie,309.6k
Chillquarium,Ben Reber,Indie,309.5k
Overcast - Walden and the…,Microblast Games,Indie,309.3k
Drop Alive,Invi Games,Hobbyist,302.7k
Book of Demons,Thing Trunk,Indie,302.5k
PRICE,YETU GAME,Indie,302.3k
SAMOLIOTIK,Volens Nolens Games,Indie,302.1k
Sherlock Holmes Chapter O…,Frogwares,Indie,302k
Bendy and the Dark Reviva…,Joey Drew Studios,Indie,301.8k
Train Sim World® 3,Dovetail Games,Indie,301.5k
Force of Nature,A.Y.std,Indie,301.2k
Sniper: Ghost Warrior,City Interactive,AA,301.1k
"Little Kitty, Big City",Double Dagger Studio,Indie,301.1k
KLETKA,"Callback, ln404",Indie,300.6k
Zuma Deluxe,"PopCap Games, Inc.",Indie,300.5k
Rake,Konsordo,Indie,300.5k
Rusty Lake: Roots,Rusty Lake,Indie,300.4k
Sang-Froid - Tales of Wer…,Artifice Studio,Indie,300k
Sex Coach: Hot Yoga - Pro…,Juicy Peach Games 🍑,Indie,299.7k
They Bleed Pixels,Spooky Squid Games Inc.,Indie,299.4k
Viewfinder,Sad Owl Studios,Indie,299.4k
Do Not Feed the Monkeys,Fictiorama Studios,Indie,299.2k
AI: The Somnium Files,"Spike Chunsoft Co., Ltd.",AA,293.2k
Ghost Exorcism INC.,StudioGoupil,Indie,292.9k
Accident: The Pilot,"Duality Games, Glob Games…",Indie,292.4k
Cartel Tycoon,Moon Moose,AA,292.4k
侠客风云传(Tale of Wuxia),Heluo Studio,Indie,292k
Rogue Heroes: Ruins of Ta…,Heliocentric Studios,Indie,291.8k
Tiny and Big: Grandpa's L…,Black Pants Studio,Indie,291.5k
HYPERCHARGE: Unboxed,Digital Cybercherries,Indie,291.5k
Fahrenheit: Indigo Prophe…,"Quantic Dream, Aspyr Medi…",AA,291.4k
Outpost: Infinity Siege,Team Ranger,AA,291.3k
Shotgun Farmers,Megastorm Games,Indie,291.2k
A Date with Death,Two and a Half Studios,Indie,291.1k
Chasing Tails ~A Promise …,"the last evil wizard, Nup…",Indie,291k
Ken Follett's The Pillars…,Daedalic Entertainment,AA,290.4k
Omerta - City of Gangster…,Haemimont Games,Indie,290.4k
Legend of Keepers: Prolog…,Goblinz Studio,Indie,290.1k
Assassin’s Creed® Chronic…,Climax Studios,AA,290k
Aliens: Colonial Marines …,Gearbox Software,AAA,290k
Fear & Hunger 2: Termina,Miro Haverinen,Indie,289.8k
Ben and Ed,Sluggerfly,Indie,285.2k
Max Payne 2: The Fall of …,Remedy Entertainment,AAA,284.8k
Mount & Blade,TaleWorlds Entertainment,AA,284.8k
FPV SkyDive : FPV Drone S…,ORQA,Indie,284.8k
Clue/Cluedo: Classic Edit…,Marmalade Game Studio Ltd,Indie,284.7k
Astrea: Six-Sided Oracles,Little Leo Games,Indie,284.6k
Mega Man X Legacy Collect…,"CAPCOM CO., LTD",Indie,284.5k
Gothic® 3,Piranha Bytes,AA,284k
Timberman VS,Digital Melody,Indie,284k
Zero Escape: The Nonary G…,"Spike Chunsoft Co., Ltd.",AA,283.9k
Crown Trick,NEXT Studios,AA,283.4k
Train Sim World® 2020,Dovetail Games,Indie,283.3k
Legend Creatures(传奇生物),HideChara,Indie,283.3k
Ratz Instagib,Lino Slahuschek,Indie,283.2k
Zup! 4,Quiet River,Indie,283.1k
Emily is Away Too,Kyle Seeley,Indie,283.1k
Drug Dealer Simulator 2,Byterunners,Indie,283k
Surviving the Aftermath,Iceflake Studios,AAA,282.9k
Battlestations Pacific,Eidos Studio Hungary,AA,282.8k
Farmer's Dynasty,UMEO Studios,AA,278.8k
No One Survived,Cat Play Studio,Indie,278.7k
Left on Read,Weston Bell-Geddes,Hobbyist,278.7k
The LEGO® NINJAGO® Movie …,"Traveller's Tales, TT Gam…",AA,278.2k
HOME,LORE NINE,Hobbyist,278.2k
The Tiny Bang Story,Colibri Games,Indie,278.1k
Final Fantasy IV (3D Rema…,"Square Enix, DotEmu SAS.",AA,277.8k
Curvatron,Brave Bunny,Hobbyist,277.4k
Brigador: Up-Armored Edit…,"Stellar Jockeys, Gausswer…",Indie,277.3k
La-Mulana,NIGORO,AA,277k
Dark Fracture: Prologue,Twisted II Studio,Hobbyist,276.7k
Age of History 3,Łukasz Jakowski,Indie,276.6k
UnderRail,Stygian Software,Indie,276.4k
Rise of Eros,THE SHADOW STUDIO,Indie,276.3k
Frozen Synapse,Mode 7,Indie,276.3k
DEADBOLT,Hopoo Games,Indie,276.1k
Apotheon Arena,Alientrap,Indie,276k
Kind Words (lo fi chill b…,Popcannibal,Indie,275.8k
Ratropolis,Cassel Games,Indie,275.6k
Divinity II: Developer's …,Larian Studios,AAA,268k
Breach & Clear,"Mighty Rabbit Studios, Gu…",Indie,268k
Monster Girl2,DMgames,Indie,268k
MICROVOLTS: Recharged,Masangsoft,Indie,267.9k
Legend of Mortal,Obb Studio Inc.,Indie,267.8k
Barn Finders,Duality Games,Indie,267.7k
SENRAN KAGURA ESTIVAL VER…,Tamsoft,AA,267.6k
Lawn Mowing Simulator,Skyhook Games,AA,267.2k
Cave Crawlers,Heroic Pyxel LLC,Hobbyist,267k
LiEat,△○□× (Miwashiba),AA,266.5k
神舞幻想 Faith of Danschant,北京九鳳信息科技有限公司,Indie,266.4k
Beyond The Wire,Redstone Interactive,AA,266.2k
Binary Domain,Devil's Details,AAA,266.1k
SONIC X SHADOW GENERATION…,Sonic Team,AAA,266k
Hentai Girl,GirlGames,Indie,265.8k
UNBEATABLE [white label],D-CELL GAMES,Hobbyist,265.6k
Smithworks,Ardent Games,Hobbyist,265.6k
Prince of Persia: The Two…,Ubisoft Montreal,AAA,265.5k
Legend of Grimrock 2,Almost Human Games,Indie,265.4k
Miss Neko 2,Double W,Indie,259.6k
Continent of the Ninth Se…,"VALOFE, Webzen",Indie,259.5k
Beholder 2,Alawar Stargaze (Warm Lam…,Indie,259.5k
That's not my Neighbor,Nachosama Games,Indie,259.5k
Knights of Pen and Paper …,Behold Studios,AAA,259.3k
Mercenary Kings: Reloaded…,Tribute Games Inc.,Indie,259.3k
HighFleet,Konstantin Koshutin,Indie,259.2k
The Jackbox Party Pack 2,"Jackbox Games, Inc.",AA,258.9k
Shift 2 Unleashed,Slightly Mad Studios,AAA,258.9k
Class of '09,SBN3,Indie,258.8k
Wildfrost,"Deadpan Games, Gaziter",AA,258.8k
Quantum Conundrum,Airtight Games,AA,258.7k
No Time to Relax,Porcelain Fortress,Indie,258.6k
Tukoni: Prologue,"Dream Operator, Oksana Bu…",Hobbyist,258.5k
Like a Dragon Gaiden: The…,Ryu Ga Gotoku Studio,AAA,258.3k
Velvet Sundown,Tribe Studios,Hobbyist,258.3k
Chaos,Frinky,Indie,258.2k
Kathy Rain,Clifftop Games,AA,258.2k
异化之恶〇Abnormal Treatment,Eternal Dream,Indie,257.8k
WILD HEARTS™,"KOEI TECMO GAMES CO., LTD…",AAA,253.1k
Legendary,Spark Unlimited,Indie,253.1k
Taora : Beginning,Tulpar Games,Indie,253k
Citadel: Forged with Fire,Blue Isle Studios,Indie,253k
Mad Games Tycoon 2,Eggcode,Indie,253k
Submerged,Uppercut Games Pty Ltd,Indie,252.5k
Agarest: Generations of W…,Idea Factory,Indie,252.3k
World of Goo,2D BOY,Indie,252.1k
Exit the Gungeon,"Dodge Roll, Singlecore",AA,252.1k
LEGO® MARVEL's Avengers,"Traveller's Tales, TT Gam…",AA,251.9k
Half-Life Deathmatch: Sou…,Valve,AAA,251.8k
Zup! 5,Quiet River,Indie,251.8k
Contrast,Compulsion Games,Hobbyist,251.8k
The Coin Game,devotid,Indie,251.6k
Wrecked,Marco Amadei,Indie,251.6k
The Red Solstice,Ironward,Indie,251.4k
Word Game: Episode 0,Team9,Indie,251.1k
Karryn's Prison,Remtairy,Indie,251.1k
The Guild II Renaissance,Runeforge Game Studio,AA,250.6k
Dropzone,Sparkypants Studios LLC,Hobbyist,246.6k
STRIDER™ / ストライダー飛竜®,"Double Helix Games, Capco…",AA,246.5k
CityBattle | Virtual Eart…,LLC RIKOR IMT,Hobbyist,246.5k
Gordian Quest,"Mixed Realms Pte Ltd, Swa…",Indie,246.4k
ASTRA: Knights of Veda,FLINT,Indie,245.8k
Skill Legends Royale,ZGGame,Indie,245.7k
Deep Sky Derelicts,Snowhound Games,AA,245.5k
Big Pharma,Twice Circled,Indie,245.5k
The Incredible Adventures…,NeocoreGames,Indie,245.4k
DOOM Eternal: The Ancient…,id Software,AAA,245.1k
One Piece Burning Blood,"Spike Chunsoft Co., Ltd.",AA,245.1k
Electrician Simulator,Take IT Studio!,Indie,245k
Zombie Driver HD,Exor Studios,Indie,244.8k
Hammerfight,Konstantin Koshutin,Indie,244.6k
Spirit of the North,Infuse Studio,Indie,244.6k
Tactical Craft Online,Crematorium of Time,Hobbyist,244.3k
Maelstrom,"Gunpowder Games, Inc., Ti…",Indie,244.2k
Wargame: European Escalat…,Eugen Systems,Indie,244.2k
TIS-100,Zachtronics,Indie,244.1k
Uncharted Waters Origin,"KOEI TECMO GAMES CO., LTD…",Indie,240.1k
Miss Neko 3,Double W,Indie,240k
Tactics Ogre: Reborn,Square Enix,AA,239.9k
Mind Over Magic,Sparkypants,Indie,239.9k
Train Station Renovation …,Live Motion Games,Indie,239.7k
Uncrashed : FPV Drone Sim…,Louis Rochette,Indie,239.7k
Serious Sam Classics: Rev…,"Croteam, Alligator Pit",AA,239.6k
Aliens versus Predator Cl…,Rebellion,AA,239.5k
BABBDI,"Sirius Lemaitre, Léonard …",Indie,239.4k
OnlyCans: Thirst Date,OnlyCans Team,Hobbyist,239.4k
Murderous Pursuits,Blazing Griffin,Indie,239.4k
Enforcer: Police Crime Ac…,Odin Game Studio,Indie,239.3k
White Noise 2,Milkstone Studios,Indie,239.1k
Saints Row®: The Third™ R…,"Deep Silver Volition, Spe…",AAA,239.1k
King's Quest,The Odd Gentlemen,Indie,239k
FortressCraft Evolved!,ProjectorGames,Indie,238.7k
Deus Ex: The Fall,Eidos Interactive Corp.,Hobbyist,238.5k
The Life and Suffering of…,Sever,Indie,238.5k
College Kings 2 - Episode…,Undergrad Steve,Indie,238.5k
Amnesia: The Bunker,Frictional Games,Indie,234.3k
Red Faction®: Armageddon™,Volition,AAA,234.3k
Heavenly Bodies,2pt Interactive,Indie,234.2k
Hero of the Kingdom,Lonely Troops,Indie,234.2k
DYNASTY WARRIORS 9,"KOEI TECMO GAMES CO., LTD…",AA,234.1k
Quake 4,"RavenSoft, id Software",AAA,234k
Psychonauts,Double Fine Productions,Indie,234k
Dreamfall Chapters,Red Thread Games,Indie,233.9k
Expeditions: Rome,Logic Artists,AA,233.9k
Lost in Play,Happy Juice Games,Indie,233.7k
The Quinfall,Vawraek Technology Inc.,Indie,233.7k
Pineapple on pizza,Majorariatto,Indie,233.7k
Life Goes On: Done to Dea…,Infinite Monkeys Entertai…,Indie,233.6k
Ship Graveyard Simulator:…,Games Incubator,Indie,233.3k
Hell Yeah! Wrath of the D…,Arkedo,AAA,232.9k
Renowned Explorers: Inter…,Abbey Games,Indie,232.7k
FINAL FANTASY II,Square Enix,AA,232.4k
Swords and Sandals Classi…,Whiskeybarrel Studios,Indie,232.3k
LOST PLANET® 3,Spark Unlimited,AA,232.3k
Super Seducer 2 - Advance…,RLR Training Inc,Hobbyist,227.5k
Alpaca Stacka,"Sebastian Baracaldo, Mich…",Hobbyist,227.5k
Einar,DreamPunks,Indie,226.9k
Prince of Persia®: The Sa…,Kudosoft,AAA,226.9k
Severed Steel,Greylock Studio,Indie,226.8k
Mark of the Ninja: Remast…,Klei Entertainment,AA,226.6k
Edna & Harvey: Harvey's N…,Daedalic Entertainment,AA,226.5k
Len's Island,Flow Studio,Indie,226.2k
Overlord II,Triumph Studios,Indie,226.1k
Street Fighter 30th Anniv…,Digital Eclipse,Indie,226k
ArcaniA,Spellbound,AA,226k
Phantom Doctrine,CreativeForge Games,AA,226k
Granblue Fantasy Versus: …,"Cygames, Inc., Arc System…",AA,226k
Summer Clover,Connection,Indie,226k
Our End of the World,"橘子班, 大好网",Indie,225.8k
DIRT 5,Codemasters,Indie,225.7k
Desert Bus VR,Dinosaur Games,Hobbyist,225.4k
UFO 50,Mossmouth,Indie,225.4k
Mars: War Logs,Spiders,AAA,225.3k
Savant - Ascent,D-Pad Studio,Hobbyist,221.7k
The Fall,Over The Moon,Indie,221.6k
The Blackout Club,Question,Indie,221.6k
Angeldust,Frank Lucas,Hobbyist,221.6k
"Good Pizza, Great Pizza -…",TapBlaze,Indie,221.5k
Microsoft Flight Simulato…,Asobo Studio,AAA,221.3k
Reassembly,Anisoptera Games,Indie,221.3k
Prince of Persia®,Ubisoft Montreal,AAA,221.2k
Retro City Rampage™ DX,"Vblank Entertainment, Inc…",Indie,221.2k
Touhou Hero of Ice Fairy,GAMEPULSE 游戏脉冲,Indie,221.1k
Cluckmech Oasis,BlackLight,Indie,221.1k
Tower Wars,SuperVillain Studios,Indie,221.1k
INMOST,Hidden Layer Games,AA,221k
Awkward Dimensions Redux,StevenHarmonGames,Hobbyist,220.9k
Tempest Rising,Slipgate Ironworks™,Indie,220.9k
Men of War™,"Best Way, Digitalmindsoft",AA,220.9k
Midas Gold Plus,Holyday Studios,Indie,220.5k
Divekick,Iron Galaxy Studios,Indie,220.5k
Disgaea 5 Complete,"Nippon Ichi Software, Inc…",Indie,220.3k
Gloomwood,"Dillon Rogers, David Szym…",AA,217.2k
Check it Out!,Open Alpha,Hobbyist,216.7k
Fingerbones,David Szymanski,Indie,216.7k
Passing Pineview Forest,VIS-Games,Indie,216.7k
Shin Megami Tensei III No…,ATLUS,AAA,216.6k
Coloring Game 4,L. Stotch,Indie,216.5k
Indigo Park: Chapter 1,UniqueGeese,Hobbyist,216.3k
Fly Corp,KishMish Games,Indie,216.2k
Sonic Lost World,Sonic Team,AAA,216.1k
Juicy Realm,SpaceCan,AA,215.8k
"Run Prop, Run! - Puropu P…",PlayTogether Studio,Indie,215.8k
SUMMERHOUSE,Friedemann,Indie,215.7k
Egg,KolbasinoGames,Hobbyist,215.5k
Waves,Squid In A Box Ltd,Hobbyist,215.3k
Chroma Squad,Behold Studios,Indie,215.2k
Evoland 2,Shiro Games,AA,215.1k
Shark Attack Deathmatch 2,Lighthouse Games Studio,Indie,215k
March of Empires,Gameloft,AA,214.9k
Replica,Somi,Indie,214.9k
The Imperial Gatekeeper,Tengsten,AA,211.2k
Hob,Runic Games,AA,211.1k
CastleStorm,Zen Studios,Indie,211.1k
ChilloutVR,Alpha Blend Interactive,Hobbyist,211k
Yooka-Laylee,Playtonic Games,Indie,210.9k
Super House of Dead Ninja…,Megadev,Indie,210.9k
Dungeons & Degenerate Gam…,Purple Moss Collectors,Indie,210.8k
Deliver Us The Moon,KeokeN Interactive,Indie,210.8k
Trick and Treat - Visual …,Eternal Night Studios,Hobbyist,210.7k
GemCraft - Chasing Shadow…,Game in a Bottle,Indie,210.7k
Rusty Lake Hotel,Rusty Lake,Indie,210.6k
Emily Wants To Play,Shawn Hitchcock,Indie,210.6k
Empire of Sin,Romero Games,AAA,210.4k
Radiator 2: Anniversary E…,Robert Yang,Hobbyist,210.2k
Yuppie Psycho: Executive …,Baroque Decay,Indie,210.2k
Shadow Tactics: Aiko's Ch…,Mimimi Games,AA,210k
Trover Saves the Universe,"Squanch Games, Inc.",Indie,209.9k
Blood Strike,Quzhou Wooduan Network Te…,Indie,209.8k
NaissanceE,Limasse Five,Indie,209.8k
Rivals of Aether II,Aether Studios,Indie,205.4k
Sheepy: A Short Adventure,MrSuicideSheep,Hobbyist,205.2k
Rento Fortune: Online Dic…,LAN - GAMES LTD,Indie,205.1k
Trackmania United Forever,Nadeo,AAA,204.9k
DRIFT CE,ECC GAMES,AA,204.7k
Emily is Away <3,Kyle Seeley,Indie,204.7k
Agents of Mayhem,Deep Silver Volition,AAA,204.6k
Tony Hawk's™ Pro Skater™ …,"Vicarious Visions, Iron G…",AAA,204.5k
Blair Witch,Bloober Team SA,Indie,204.4k
Super Sus,GIANT INTERACTIVE HK LIMI…,Hobbyist,204.3k
Ys I & II Chronicles+,Nihon Falcom,AA,204.2k
Battlestar Galactica Dead…,Black Lab Games,AA,204.2k
Antenna,LWNA,Hobbyist,203.9k
SULFUR,Perfect Random,Indie,203.9k
Aircar,"Giant Form Entertainment,…",Hobbyist,203.8k
Hot Lava,Klei Entertainment,AA,203.8k
Oriental Empires,Shining Pixel Studios,Indie,203.6k
BlazBlue: Calamity Trigge…,Arc System Works,Indie,203.6k
VR Benchmark Kanojo,ILLUSION,AA,203.5k
Bugsnax,Young Horses,Indie,200.2k
NALOGI,CUTE ANIME GIRLS,Indie,200k
Bell Ringer,Night Node Software,Hobbyist,199.9k
Trials of Mana,Square Enix,AA,199.8k
SKYHILL,Mandragora,AA,199.6k
Ikaruga,TREASURE,Indie,199.6k
Bio Inc. Redemption,DryGin Studios,Indie,199.2k
Wurm Online,Code Club AB,Indie,199.1k
Samorost 3,Amanita Design,Indie,199.1k
Gunsmith Simulator,GameHunters,AA,199k
Tom Clancy’s Rainbow Six®…,Ubisoft Montreal,AAA,198.8k
Medieval Kingdom Wars,Reverie World Studios,Indie,198.6k
Blacksad: Under the Skin,"Pendulo Studios, YS Inter…",Indie,198.6k
Dungeon Defenders: Awaken…,Chromatic Games,Indie,198.5k
Starward,Game Blender,Indie,198.1k
Hooked on You: A Dead by …,Psyop,AA,198k
Yet Another Zombie Defens…,Awesome Games Studio,Indie,197.9k
Hypnospace Outlaw,"Tendershoot, Michael Lasc…",Indie,197.8k
TELEFORUM,Monumental Collab,Indie,197.7k
King Arthur: Knight's Tal…,NeocoreGames,Indie,194.7k
Syberia,Microids,Indie,194.7k
Broken Sword 5 - the Serp…,Revolution Software Ltd,Indie,194.4k
The WereCleaner,Howlin' Hugs,Indie,194.3k
Turing Complete,LevelHead,Indie,194.2k
Patron,Overseer Games,Indie,194.2k
The Infected,DigX Studios,Indie,194k
Outlaws of the Old West,Virtual Basement LLC,Indie,193.8k
Techtonica,Fire Hose Games,Indie,193.7k
DORONKO WANKO,Bandai Namco Studios Inc.…,Indie,193.4k
Reminiscence,Reminiscence Project,Hobbyist,193.3k
UBERMOSH,Walter Machado,Indie,193.3k
Blood Trail,Electrovore,Indie,193k
F1® Manager 2023,Frontier Developments,AA,193k
Russian Life Simulator,GosDev Production,Indie,192.9k
Sid Meier's Railroads!,"Firaxis Games, Feral Inte…",AAA,192.8k
Come with Me,Xin Ye,Hobbyist,192.8k
The LEGO® Movie - Videoga…,"TT Fusion, Traveller's Ta…",AA,192.5k
Stronghold: Warlords,FireFly Studios,Indie,192.4k
Cheeky Chooks,Trilum Studios,Hobbyist,189.5k
Train Valley 2,"Alexey Davydov, Sergey Dv…",Indie,189.4k
Drova - Forsaken Kin,Just2D,Indie,189.1k
The Cat Lady,Harvester Games,Indie,189k
Assassin's Creed Freedom …,Ubisoft Montreal,AAA,188.9k
DON'T SCREAM,Digital Cybercherries,Indie,188.8k
METAL GEAR SOLID 3: Snake…,KONAMI,AAA,188.8k
Carto,Sunhead Games,AA,188.6k
AKIBA'S TRIP: Undead ＆ Un…,ACQUIRE Corp.,AA,188.3k
Black Book,Morteshka,AA,188.2k
Yarimono,にゅう工房,Indie,188.1k
Sid Meier's Civilization …,Firaxis Games,AAA,188.1k
Post Void,YCJY Games,Indie,187.6k
Iconoclasts,Joakim Sandberg,Indie,187.6k
Capcom Arcade Stadium,"CAPCOM Co., Ltd.",AAA,187.5k
Infested Planet,Rocket Bear Games,Indie,187.5k
ELEX II,Piranha Bytes,AA,187.3k
Captain Tsubasa: Rise of …,TAMSOFT CORPORATION,AA,187.2k
Richman 4,SOFTSTAR ENTERTAINMENT,Indie,187.1k
Tiny Tina's Assault on Dr…,"Gearbox Software, Stray K…",AAA,184.2k
Vagante,Nuke Nine,Indie,184.2k
Mahjong Soul,Catfood Studio,Indie,184.2k
The First Tree,David Wehle,Indie,184.1k
AXYOS,Axyos Games,Indie,184.1k
Weapon Shop Fantasy,INDIECN,Indie,184.1k
Space Pirates and Zombies,MinMax Games Ltd.,Indie,184.1k
Before the Echo,Iridium Studios,Hobbyist,183.9k
Heroes of Might & Magic V…,Nival,AAA,183.9k
Deponia Doomsday,Daedalic Entertainment,AA,183.7k
Mitoza,Gal Mamalya,Indie,183.6k
LEGO® DC Super-Villains,"TT Games, Feral Interacti…",AA,183.4k
TOEM: A Photo Adventure,Something We Made,Indie,183.4k
Star Trucker,Monster and Monster,AA,183.4k
Run!ZombieFood!,VirusSea,Indie,183.3k
100 Doors Game - Escape f…,Peaksel,Indie,183.3k
Battlefield™ Hardline,DICE,AAA,183.1k
Idle Cave Miner,Cold Hours,Indie,183.1k
Knights and Merchants,Topware Interactive,Indie,183k
Stories Untold,No Code,AA,179.7k
WARRIORS OROCHI 3 Ultimat…,"KOEI TECMO GAMES CO., LTD…",AA,179.7k
Battle Realms: Zen Editio…,Ed Del Castillo,Indie,179.7k
WooLoop,ToastieLabs,Indie,179.7k
ChuSingura46+1 S,"インレ, Inre",Indie,179.7k
Evil Genius,Elixir Studios,AA,179.6k
Before We Leave,Balancing Monkey Games,AA,179.5k
Sundered®: Eldritch Editi…,Thunder Lotus Games,Indie,179.3k
Astro Colony,Terad Games,Indie,179.3k
Songs of Syx,Gamatron AB,Indie,179.2k
Rebel Forces,FreezeNova,Indie,179.2k
Achievement Clicker,OfficialAndy,Indie,178.9k
Marfusha:Sentinel Girls,hinyari9,Indie,178.8k
Rival Stars Horse Racing:…,PikPok,Indie,178.6k
Postal III,"Trashmasters, Zoom Platfo…",Indie,178.5k
"Warhammer 40,000: Warpfor…",Everguild Ltd.,Indie,178.5k
Raw Data,Survios,Indie,178.5k
WAVESHAPER,GAMES FOR HUMANS,Indie,178.3k
Goodbye Deponia,Daedalic Entertainment,AA,178.3k
Star Realms,"Wise Wizard Games, LLC",Indie,176.4k
The Lion's Song: Episode …,Mi'pu'mi Games GmbH,Indie,176.3k
COCOON,Geometric Interactive,AA,176.2k
Hyperdimension Neptunia U…,"Idea Factory, Compile Hea…",Indie,176.2k
Refind Self: The Personal…,Lizardry,AA,176.2k
Intravenous,Explosive Squat Games,AA,176.1k
I Am Future: Cozy Apocaly…,Mandragora,AA,176.1k
Total War: PHARAOH,CREATIVE ASSEMBLY,AAA,176k
Penny Arcade's On the Rai…,Zeboyd Games,Hobbyist,176k
Dev Guy,Daniel Jonathan Bourke,Hobbyist,176k
Idol Manager,Glitch Pitch,AA,175.9k
Samorost 1,Amanita Design,Indie,175.9k
THE 4 SINS,奇门互娱,Indie,175.9k
Mad Island,EmadePlus,Indie,175.7k
Idol Showdown,Besto Game Team,Indie,175.7k
Sanctum,Coffee Stain Studios,AAA,175.7k
Ghost Trick: Phantom Dete…,"CAPCOM Co., Ltd.",AAA,175.6k
Taxi Life: A City Driving…,Simteract,AA,175.6k
Tentacle Girl,Inverse Game,Indie,175.5k
Embr,Muse Games,AA,173k
Plain Sight,Beatnik Games,Indie,172.9k
Warhammer Age of Sigmar: …,Frontier Developments,AA,172.8k
Dead Effect 2,"BadFly Interactive, a.s.",Indie,172.8k
Expeditions: Viking,Logic Artists,AA,172.5k
Animal Shelter: Prologue,Games Incubator,Indie,172.4k
SlipSlop: World's Hardest…,10F,Hobbyist,172.2k
Thief™ Gold,Looking Glass Studios,AA,172.2k
The Red Stare,Play:D,Hobbyist,172.2k
Always Sometimes Monsters,Vagabond Dog,Indie,172.1k
Jusant,DON'T NOD,Indie,171.9k
Shieldwall,Nezon Production,Indie,171.9k
Shank 2,Klei Entertainment,AA,171.8k
Party Club,Lucid11 Interactive,Indie,171.8k
X3: Terran Conflict,Egosoft,Indie,171.8k
How Fish Is Made,"Wrong Organ, Johanna Kasu…",Hobbyist,171.7k
G2 Fighter / 基因特工,一寸光年G2工作室,Indie,171.7k
Encased: A Sci-Fi Post-Ap…,Dark Crystal Games,AA,171.7k
Salt,Lavaboots Studios,Indie,171.2k
Alba: A Wildlife Adventur…,ustwo games,Indie,168.4k
Party Hard 2,"Pinokl Games, Kverta, Hol…",AA,168.4k
FlatOut 4: Total Insanity,Kylotonn,Indie,168.3k
BustyBiz,3X Entertainment Limited,Indie,168.2k
Angry Video Game Nerd Adv…,FreakZone Games,Indie,168.1k
Lightyear Frontier,"FRAME BREAK, Amplifier St…",Indie,168k
The Stronghold Collection,FireFly Studios,Indie,168k
Five Nights at Freddy's: …,Mega Cat Studios,Indie,168k
Skyborn,Dancing Dragon Games,Indie,168k
Command & Conquer™ Tiberi…,Westwood Studios,AAA,167.9k
Hero of the Kingdom II,Lonely Troops,Indie,167.9k
Army Men RTS,Pandemic Studios,AAA,167.9k
Moss,Polyarc,Indie,167.8k
LOST EMBER,Mooneye Studios,Indie,167.8k
Boid,Mokus,AA,167.8k
Digseum,Rat Monthly,Indie,167.8k
Eador. Masters of the Bro…,Snowbird Games,Indie,167.5k
Tormented Souls,"Dual Effect, Abstract Dig…",Indie,167.5k
Rail Route,Bitrich.info,Indie,167.4k
Astebreed: Definitive Edi…,Edelweiss,AA,165.3k
Edge Of Eternity,Midgar Studio,AA,165.3k
Syberia: The World Before,Microids Studio Paris,Indie,165.3k
Split or Steal,Rootpew,Hobbyist,165.2k
